label,notes,github_url,repo,commit_date,commit_message,is_different_author,time_gap_days,file_path,target_class,comment_type,added_comment,target_method
,,https://github.com/bazelbuild/bazel/commit/e8372a005750dd3f9999985f026872c6bca49e93,bazelbuild/bazel,2020-02-28,"Add some clarifying documentation

Make it more clear when a few methods are called.

RELNOTES: None
PiperOrigin-RevId: 297902161",-1,,BlazeModule.java,for,inline,"   * Returns a helper that the {@link PackageFactory} will use during package loading, or null if
   * the module does not provide any helper.
   *
   * <p>Called once during server startup some time after {@link #serverInit}.
   *
   * <p>Note that only one helper per Bazel/Blaze runtime is allowed.
---
   * Returns a {@link PackageValidator} to be used to validate loaded packages, or null if the
   * module does not provide any validator.
   *
   * <p>Called once during server startup some time after {@link #serverInit}.
   *
   * <p>Note that only one helper per Bazel/Blaze runtime is allowed.
---
  /**
   * Provides additional precomputed values to inject into the skyframe graph. Called on every
   * command execution.
   */","  public QueryRuntimeHelper.Factory getQueryRuntimeHelperFactory() {
    return null;
  }"
,,https://github.com/bitcoinj/bitcoinj/commit/b51922dde7c2bdefd50b668d1c3d1c5e2f1b74bb,bitcoinj/bitcoinj,2019-05-24,ScriptPattern: Correct and clarify the JavaDoc on isSentToMultisig(),-1,,ScriptPattern.java,ScriptPattern,inline,"     * Returns whether this script matches the format used for m-of-n multisig outputs:
     * {@code [m] [keys...] [n] CHECKMULTISIG}","    public static byte[] extractHashFromP2WH(Script script) {
        return script.chunks.get(1).data;
    }"
,,https://github.com/apache/beam/commit/7644806cf5945b4cb0ff2e8d790bae4b5ef59043,apache/beam,2019-09-24,Fixing issue in AvroCoder documentation.,-1,,AvroCoder.java,AvroCoder,inline,   * <p>The schema must correspond to the type provided.,"  public static AvroCoder<GenericRecord> of(Schema schema) {
    return new AvroCoder<>(GenericRecord.class, schema);
  }"
,,https://github.com/google/guava/commit/2fc0f78e78ca4918c377e6fefe1a4ab2e46aacc5,google/guava,2019-07-08,"Update Fetch Metadata (formerly Sec-Metadata) headers to point to w3c documentation now it's been adopted by WebAppSec.

RELNOTES=Update Fetch Metadata (formerly Sec-Metadata) headers to point to w3c documentation now it's been adopted by WebAppSec.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=256030288",-1,,HttpHeaders.java,HttpHeaders,inline,"   * The HTTP <a href=""https://w3c.github.io/webappsec-fetch-metadata/"">{@code Sec-Fetch-Dest}</a>
   * header field name.
---
   * The HTTP <a href=""https://w3c.github.io/webappsec-fetch-metadata/"">{@code Sec-Fetch-Mode}</a>
   * header field name.
---
   * The HTTP <a href=""https://w3c.github.io/webappsec-fetch-metadata/"">{@code Sec-Fetch-Site}</a>
   * header field name.
---
   * The HTTP <a href=""https://w3c.github.io/webappsec-fetch-metadata/"">{@code Sec-Fetch-User}</a>
   * header field name.
---
   * The HTTP <a href=""https://w3c.github.io/webappsec-fetch-metadata/"">{@code Sec-Metadata}</a>
   * header field name.","  private HttpHeaders() {}
"
,,https://github.com/google/guava/commit/106948459ac6dc6dfc5d3053639b47e0dc4e8745,google/guava,2019-04-12,"Update GraphBuilder documentation with option of building an immutable graph

RELNOTES=n/a

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=242879149",-1,,GraphBuilder.java,,inline," * A builder for constructing instances of {@link MutableGraph} or {@link ImmutableGraph} with
 * user-defined properties.
---
 * <p>Examples of use:
---
 * // Building a mutable graph
---
 *
 * // Building an immutable graph
 * ImmutableGraph<String> immutableGraph =
 *     GraphBuilder.undirected()
 *         .allowsSelfLoops(true)
 *         .<String>immutable()
 *         .putEdge(""bread"", ""bread"")
 *         .putEdge(""chocolate"", ""peanut butter"")
 *         .putEdge(""peanut butter"", ""jelly"")
 *         .build();",
,,https://github.com/bazelbuild/bazel/commit/f596485c28306d2f89519e6b9e88ee16fe05a8a6,bazelbuild/bazel,2023-11-22,"Clarify the purpose and overall behavior of RemoteActionFileSystem.

PiperOrigin-RevId: 584679218
Change-Id: I535fa24c3429285f393278e48e13327c8c52b0c3",-1,,RemoteActionFileSystem.java,,inline," * An action filesystem suitable for use when building with remote caching or execution.
---
 * <p>It acts as a union filesystem over three different sources:
---
 * <ul>
 *   <li>The action input map, providing read-only in-memory access to the metadata (but not the
 *       contents) of the action's declared inputs.
 *   <li>The remote output tree, an in-memory filesystem providing read/write access to the metadata
 *       (but not the contents) of remotely stored files injected during action execution.
 *   <li>The local filesystem, providing read/write access to the metadata and contents of files
 *       residing on disk, including the inputs and outputs of local spawns.
 * </ul>
 *
 * <p>Generally speaking, file operations consult the underlying sources in that order and operate
 * on the first result found, although some (e.g. readdir) collate information from all sources. The
 * contents of remotely stored files are transparently downloaded when an operation requires them.
 *
 * <p>Special care must be taken with operations that follow symlinks, as the symlink and its target
 * path may reside on different sources, with an arbitrary number of indirections in between. This
 * is required because some actions (notably SymlinkAction) may materialize an output as a symlink
 * to an input. Most operations call resolveSymbolicLinks upfront (which is able to canonicalize
 * paths taking every source into account) and only then delegate to the underlying sources.
 *
 * <p>The implementation assumes that an action never modifies its input files, but may otherwise
 * modify any path in the output tree, including modifications that undo previous ones (e.g.,
 * writing to a path and then moving it elsewhere). No effort is made to detect irreconcilable
 * differences between sources (e.g., distinct files of the same name in two different sources).",
,,https://github.com/openjdk/jdk/commit/e44ef0c32b3c2fcd0a6293838d9185b6d0719219,openjdk/jdk,2025-10-01,"8367704: Fix minor documentation issues in java.time.**

Reviewed-by: naoto, rriggs",-1,,Duration.java,,inline,"     * where each day is 86,400 seconds which implies a 24 hour day.
---
     * where each hour is 3,600 seconds.
---
     *    ""PT10H""     -- parses as ""10 hours"" (where an hour is 3,600 seconds)
     *    ""P2D""       -- parses as ""2 days"" (where a day is 24 hours or 86,400 seconds)
---
     * To guarantee a positive duration, call {@link #abs()} on the result.
---
     * The number of days is multiplied by 86,400 to obtain the number of seconds to add.
---
     * The number of days is multiplied by 86,400 to obtain the number of seconds to subtract.
---
     * The number of hours is multiplied by 3,600 to obtain the number of seconds to subtract.
---
     * The number of minutes is multiplied by 60 to obtain the number of seconds to subtract.
---
     * number of seconds by 86,400.
---
     * number of seconds by 3,600.
---
     * number of seconds by 86,400.
---
     *    ""20.345 seconds""                 -- ""PT20.345S""
---
     *    ""10 hours"" (10 * 3,600 seconds)  -- ""PT10H""
     *    ""2 days"" (2 * 86,400 seconds)    -- ""PT48H""
---
 * forming an 86,400 second day.
---
 * to be very close to the 86,400th fraction of a day.
---
 * As a result, the length of a solar day in 2012 is slightly longer than 86,400 SI seconds.
---
 * As such, UTC permits a day to have 86,399 SI seconds or 86,401 SI seconds where
---
 * The Java Time-Scale divides each calendar day into exactly 86,400
---
 * exactly 86,400 seconds per day.
---
     * @param daysToSubtract  the days to subtract, positive or negative
---
     * The offset must be in the range {@code -18:00} to {@code +18:00}, which corresponds to -64,800 to +64,800.
---
     * @param totalSeconds  the total time-zone offset in seconds, from -64,800 to +64,800
---
     * @param totalSeconds  the total time-zone offset in seconds, from -64,800 to +64,800
---
 * used, typically ""summer"" time. Two additional methods,
---
     * The local date and time are first combined to form a local date-time.
---
     * @return the zoned date-time, not null
---
     * @return the zoned date-time, not null
---
 * Copyright (c) 2012, 2025, Oracle and/or its affiliates. All rights reserved.
---
 * The classes defined here represent the principal date-time concepts,
---
 * This stores a time like '11:30+01:00'.
---
 * As such, the main classes are ISO-only. The second principle is that most of those who want a
---
 * Copyright (c) 2012, 2025, Oracle and/or its affiliates. All rights reserved.
---
     * For example, during the winter, Paris has an offset of {@code +01:00}, which is 3,600 seconds.
---
 * have a range of '1 - 7', despite the fact that values 3 and 5 are invalid.",
,,https://github.com/google/ExoPlayer/commit/64b50ba9fceeea82d411f9adf84a1c2424527ce4,google/ExoPlayer,2020-05-06,"Clarify DRM passthrough comment

PiperOrigin-RevId: 310142362",-1,,MediaCodecAudioRenderer.java,MediaCodecAudioRenderer,inline,"    // In passthrough mode, if DRM init data is present we need to use a passthrough decoder to
    // decrypt the content. For passthrough of clear content we don't need a decoder at all.","  public String getName() {
    return TAG;
  }"
,,https://github.com/apache/storm/commit/80adc6a73e981ee671fb35bbba2d8734bb914da0,apache/storm,2011-12-23,notes on transactionalspout implementation,-1,,ITransactionalSpout.java,,inline,"// TODO: acts identically to a bolt EXCEPT for the coordinator task which:
//  -- keeps track of open transactions
//  -- persists the state of committed transactions
//  -- sends out batch and commit tuples",
,,https://github.com/reactive-streams/reactive-streams-jvm/commit/089af0469b3e9e5111ae0b40734627879b5b29bf,reactive-streams/reactive-streams-jvm,2017-04-21,Fix spelling errors and clarify a couple of sentences,-1,,PublisherVerificationRules.java,,inline,"   * Asks for a {@code Publisher} that should emit exactly one item and complete (both within a
---
   * Asks for a {@code Publisher} that should emit exactly three items and complete (all within a
---
   * legally and otherwise there is no common agreement how to detect such heavy computation reliably.
---
   * <p>Note also that requesting and emission may happen concurrently and honoring this rule may require extra coordination within",
,,https://github.com/google/guava/commit/bfcb6683c15a97e9121ab5a6714f7922a720f048,google/guava,2017-09-12,"The documentation of PredecessorsFunction and SuccessorsFunction now makes it clear that null nodes are forbidden.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=168363735",-1,,PredecessorsFunction.java,,inline,"   * <p>The returned {@code iterable}, and its elements, must each be non-null.
   *
---
   * <p>The returned {@code iterable} and its elements, must each be non-null.
   *",
,,https://github.com/apache/hbase/commit/9ba7651889844cb36ea8928a9f20f1c2e4d54721,apache/hbase,2019-06-13,HBASE-22565 Javadoc Warnings: @see cannot be used in inline documentation,-1,,HBaseCommonTestingUtility.java,,inline," * @see org.apache.hadoop.hbase.HBaseCommonTestingUtility
 *
---
   * default behavior (such as setting the maxRecoveryErrorCount value). This is
---
   * @see ""https://issues.apache.org/jira/browse/HBASE-3020""
---
   * @see ""https://issues.apache.org/jira/browse/HBASE-4862""",
,,https://github.com/openjdk/jdk/commit/6a4a8743562bd8f937542cdeb6557b3fe60e9a23,openjdk/jdk,2023-01-12,"8299034: Runtime::exec clarification of inherited environment

Reviewed-by: alanb",-1,,ProcessBuilder.java,RedirectPipeImpl,inline,"     * The minimal set of system dependent environment variables
     * may override the values provided in the environment.
---
     * The minimal set of system dependent environment variables
     * may override the values provided in the environment.
---
     * The minimal set of system dependent environment variables
     * may override the values provided in the environment.","    public ProcessBuilder redirectErrorStream(boolean redirectErrorStream) {
        this.redirectErrorStream = redirectErrorStream;
        return this;
    }"
,,https://github.com/camunda/camunda/commit/7f11d2e90e3586fc7044917c82d68c7c13f8580b,camunda/camunda,2025-03-12,"test: document reason

 Reason about why Backup test is no multi db test",-1,,BackupRestoreIT.java,,javadoc,"/**
 * This test is on purpose no {@link io.camunda.qa.util.multidb.MultiDbTest}, as we have special
 * requirements on ES and OS, and need direct access.
 *
 * <ul>
 *   <li>We need to configure ES/OS to allow local repositories.
 *   <li>We need to create snapshot repositories with specific ES/OS clients.
 *   <li>We need to create snapshots of the Zeebe exporter indices
 * </ul>
 *
 * Furthermore, this test will not apply to RDBMS.
 */",
,,https://github.com/robolectric/robolectric/commit/da9cd404c0db2ebcef4ecfb50836de00b56622f1,robolectric/robolectric,2010-11-22,Clarify JavaDoc for innerText() a little.,-1,,ShadowTextView.java,ShadowTextView,javadoc,"    /**
     * Returns the text string of this {@code TextView}.
     *
     * Robolectric extension.
     */
---
     * Returns a string representation of this {@code View}. Unless overridden, it will be an empty string.
---
     * Robolectric extension.
---
     * Returns a string representation of this {@code ViewGroup} by concatenating all of the strings contained in all
     * of the descendants of this {@code ViewGroup}.
     *
     * Robolectric extension.","    public boolean onKeyDown(int keyCode, KeyEvent event) {
        if (onKeyListener != null) {
            return onKeyListener.onKey(realView, keyCode, event);
        } else {
            return false;
        }
    }"
,,https://github.com/apache/beam/commit/e971d8aa014cb0fe7df497c86c84bbb1e0004948,apache/beam,2018-06-14,A bit more documentation.,-1,,InMemoryJobService.java,,javadoc,"  /**
   * Creates an InMemoryJobService.
   *
   * @param stagingServiceDescriptor Endpoint for the staging service.
   * @param stagingServiceTokenProvider Function mapping a preparationId to a staging service token.
   * @param invoker A JobInvoker that will actually create the jobs.
   * @return A new InMemoryJobService.
   */",
,,https://github.com/apache/rocketmq/commit/1297970440b823a9c3e15c9df6bc8e04f5609ea5,apache/rocketmq,2018-10-31,add  note,-1,,MQPushConsumer.java,,inline,"     * This method will be removed in the version 5.0.0，because filterServer was removed,and method <code>subscribe(final String topic, final MessageSelector messageSelector)</code>
     * is recommended.
     *
---
    /**
     * This method will be removed in the version 5.0.0，because filterServer was removed,and method <code>subscribe(final String topic, final MessageSelector messageSelector)</code>
     * is recommended.
     */",
,,https://github.com/Alluxio/alluxio/commit/d841d6c773cd9aef16023cd7a080fda35b2e24fb,Alluxio/alluxio,2015-08-17,Update documentation to reflect changes.,-1,,WorkerClient.java,,inline,"   * @param masterClient a master client to retrieve user id and worker hostname info
   * @param executorService an executor for the worker client's heartbeat thread
   * @param conf the Tachyon Configuration to use
   * @param clientMetrics metrics collection object for this client's operations",
,,https://github.com/bitcoinj/bitcoinj/commit/f1f07df11b68eab98eb0db5a9138763ec78e6d82,bitcoinj/bitcoinj,2015-01-28,ECKey: extend the comment about why private keys of zero and one are now forbidden,-1,,ECKey.java,ECKey,inline,"            // Try and catch buggy callers or bad key imports, etc. Zero and one are special because these are often
            // used as sentinel values and because scripting languages have a habit of auto-casting true and false to
            // 1 and 0 or vice-versa. Type confusion bugs could therefore result in private keys with these values.","    protected ECKey(@Nullable BigInteger priv, ECPoint pub) {
        if (priv != null) {
            // Try and catch buggy callers or bad key imports, etc. Zero and one are special because these are often
            // used as sentinel values and because scripting languages have a habit of auto-casting true and false to
            // 1 and 0 or vice-versa. Type confusion bugs could therefore result in private keys with these values.
            checkArgument(!priv.equals(BigInteger.ZERO));
            checkArgument(!priv.equals(BigInteger.ONE));
        }
        this.priv = priv;
        this.pub = new LazyECPoint(checkNotNull(pub));
    }"
,,https://github.com/oracle/graal/commit/a6bd771e7c992cd85fc463655c073616473861ce,oracle/graal,2018-08-13,changed comment to workaround difference between Eclipse CLI formatter and Eclipse DIE formatter,-1,,IntList.java,IntList,inline,"     * If {@code newSize > size()}, sufficient 0 elements are {@linkplain #add(int) added} until
     * {@code size() == newSize}. If {@code newSize < size()}, the size is changed to
     * {@code newSize}.","    public void set(int index, int value) {
        if (index >= size) {
            throw new IndexOutOfBoundsException(""Index: "" + index + "", Size: "" + size);
        }
        array[index] = value;
    }"
,,https://github.com/google/guava/commit/4b9da9148906ad483af308daf48d597046d306dd,google/guava,2011-12-05,"Fixed a tiny Javadoc typo. You might be asking yourself: why is he
wasting his time with this? I... don't know.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=25918269",-1,,ClusterException.java,is,inline, *     throw ClusterException.create(exceptions);," * void runManyThings(List&lt;ThingToRun&gt; thingsToRun) {
 *   List&lt;Exception&gt; exceptions = Lists.newArrayList();
 *   for (ThingToRun thingToRun : thingsToRun) {
 *     try {
 *       thingToRun.run();
 *     } catch (Exception e) {
 *       exceptions.add(e);
 *     }
 *   }
 *   if (exceptions.size() > 0) {
 *     throw ClusterException.create(exceptions);
 *   }
 * }"
,,https://github.com/openjdk/jdk/commit/521751020df2f41e385f0bd10dcca2072960a40e,openjdk/jdk,2017-06-19,"8181894: java.desktop module documentation has links to technotes

Reviewed-by: mchung",-1,,IIORegistry.java,,inline," * Copyright (c) 1999, 2017, Oracle and/or its affiliates. All rights reserved.
---
 * format in general, see the
 * <a href=""{@docRoot}/../specs/jar/jar.html"">JAR File Specification</a>.
---
 * format in general, see the
 * <a href=""{@docRoot}/../specs/jar/jar.html"">JAR File Specification</a>.
---
 * Copyright (c) 2000, 2017, Oracle and/or its affiliates. All rights reserved.
---
 * implementation using the {@link java.util.ServiceLoader} facility.
---
 * the {@link java.util.ServiceLoader} facility.
---
 *     <li>{@extLink i18n_overview Internationalization Overview}</li>
 *     <li>{@extLink imf_overview Input Method Framework Overview}</li>",
,,https://github.com/apache/beam/commit/c70d30bd3e6c0e5b349e975ead21315b7df5de2f,apache/beam,2020-03-26,"[BEAM-5422] Document DynamicDestinations.getTable uniqueness requirement

Load job IDs are keyed by table (among other things), but not the
destination. Thus multiple DestinationTs mapping to the same table will
have the same BQ job ID. The first one will succeed, and the rest will
seem to Beam as retries (no-ops because the job has already
started/completed).",-1,,DynamicDestinations.java,SideInputAccessorViaProcessContext,javadoc,"  /**
   * Returns a {@link TableDestination} object for the destination. May not return null. Return
   * value needs to be unique to each destination: may not return the same {@link TableDestination}
   * for different destinations.
   */","  public Coder<DestinationT> getDestinationCoder() {
    return null;
  }"
,,https://github.com/google/guice/commit/1dbfbce4886f34629b6ddc6f467d342a3ffdb23e,google/guice,2021-05-11,"Explain why ErrorsException is ignored in createJustInTimeBindingRecursive internal method.

PiperOrigin-RevId: 373157192",-1,,InjectorImpl.java,ConvertedConstantBindingImpl,inline,"        // If JIT binding creation failed in parent injector(s), create the JIT binding in this
        // injector instead.","    } else if (binding instanceof HasDependencies) {
      return ((HasDependencies) binding).getDependencies();"
,,https://github.com/oracle/graal/commit/f3ba9b4544821157cd031917097410f38cb7a629,oracle/graal,2018-07-10,Fix documentation issues.,-1,,ExecutionListener.java,Builder,inline,"         * Collect additional execution event data about return values. The return value may be
         * accessed in {@link #onReturn(Consumer) OnReturn} events with
         * {@link ExecutionEvent#getReturnValue()}.
---
 * The management package provides tools that monitor and instrument the behavior of guest language","        public Builder collectInputValues(boolean enabled) {
            this.collectInputValues = enabled;
            return this;
        }"
,,https://github.com/openjdk/jdk/commit/c3e64cb01c446d3ff75e09c5f9122f71d21f82f9,openjdk/jdk,2017-03-30,"8155052: add notes and links to j.u.Observer/Observable deprecation comments

Reviewed-by: chegar",-1,,Observable.java,,inline," * For reactive streams style programming, see the
 * {@link java.util.concurrent.Flow} API.",
,,https://github.com/openjdk/jdk/commit/a8d8ffa8ad63f8f6308e2da224894fb2aded5d5c,openjdk/jdk,2025-05-16,"8356395: Spec needs to be clarified for InterfaceAddress class level API documentation and getBroadcast() method

Reviewed-by: dfuchs",-1,,InterfaceAddress.java,,inline," * This class represents a Network Interface address. In the case of
 * IPv4, this comprises the IP address, a subnet mask, and a broadcast
 * address if the interface supports broadcast. In the case of IPv6,
 * it comprises the IP address and a network prefix length.
---
     * <p>
     * Certain network interfaces, such as the loopback interface, do not support
     * broadcasting and will also return {@code null}.",
,,https://github.com/google/guice/commit/02d505cd72ebdfe2ccfce560969797c4b00f2bc2,google/guice,2009-08-19,"Fixed typo in documentation.

git-svn-id: https://google-guice.googlecode.com/svn/trunk@1065 d779f126-a31b-0410-b53b-1d3aecad763e",-1,,FactoryModuleBuilder.java,for,inline, *   install(new FactoryModuleBuilder().build(FruitFactory.class));," * protected void configure() {
 *   install(new FactoryModuleBuilder().build(FruitFactory.class));
 * }</pre>"
,,https://github.com/jenkinsci/jenkins/commit/4808c2731d9cdb4b407fd7571b94394220dbd484,jenkinsci/jenkins,2008-06-24,"clarifying doc.

git-svn-id: https://hudson.dev.java.net/svn/hudson/trunk/hudson/main@10364 71c3de6d-444a-0410-be80-ed276b4c234a",-1,,Hudson.java,Hudson,javadoc,"    /**
     * {@inheritDoc}.
     *
     * Note that the look up is case-insensitive.
     */","    public TopLevelItem getJobCaseInsensitive(String name) {
        for (Entry<String, TopLevelItem> e : items.entrySet()) {
            if(Functions.toEmailSafeString(e.getKey()).equalsIgnoreCase(Functions.toEmailSafeString(name)))
                return e.getValue();
        }
        return null;
    }"
,,https://github.com/bazelbuild/bazel/commit/7fb50baaa00f92c6f009dcf1684427fc8fa1f301,bazelbuild/bazel,2023-04-19,"Add code comment for why the in-memory filesystem would not be able to create an output dir.

PiperOrigin-RevId: 525553618
Change-Id: Ie9102c39f7a0d4513ce68bcbaf214808600b95f0",-1,,ActionOutputDirectoryHelper.java,,inline,"   * Creates output directories for an action file system. The action file system uses an in-memory
   * filesystem and sometimes it mixes a local filesystem, e.g. Build without the Bytes, ({@link
   * com.google.devtools.build.lib.vfs.OutputService.ActionFileSystemType}). In the latter case,
   * creating output directories could fail for the same reason as {@link #createOutputDirectories}.",
